rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,time_delta_previous_rental_groups,early_or_late_groups
12411,516589,362187,connect,ended,74.0,564118.0,210.0,time delta > 45 min,late btw 45 min and 2 hour
12435,526733,192179,connect,ended,-94.0,541656.0,720.0,time delta > 45 min,early more than 45 min
12469,564685,283930,mobile,ended,33.0,563173.0,270.0,time delta > 45 min,late <= 45 min
12473,565100,374741,connect,ended,-71.0,566177.0,0.0,time delta btw 0 and 45 min,early more than 45 min
12479,565445,353138,mobile,ended,71.0,563150.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
12483,565569,310444,connect,ended,-110.0,561408.0,570.0,time delta > 45 min,early more than 45 min
12500,535011,369881,connect,ended,5.0,506161.0,120.0,time delta > 45 min,late <= 45 min
12519,536702,409088,mobile,ended,38.0,541455.0,60.0,time delta > 45 min,late <= 45 min
12520,536816,360902,mobile,ended,-12.0,535641.0,450.0,time delta > 45 min,early less than 45 min
12523,537439,305525,connect,ended,-181.0,531276.0,660.0,time delta > 45 min,early more than 45 min
12538,538939,222934,mobile,ended,9.0,543854.0,60.0,time delta > 45 min,late <= 45 min
12549,539588,392368,connect,ended,-226.0,544319.0,60.0,time delta > 45 min,early more than 45 min
12567,540523,342699,connect,ended,42.0,537316.0,120.0,time delta > 45 min,late <= 45 min
12591,542810,390729,mobile,ended,-121.0,540933.0,0.0,time delta btw 0 and 45 min,early more than 45 min
12602,543524,195986,mobile,ended,26.0,539274.0,0.0,time delta btw 0 and 45 min,late <= 45 min
12612,550857,405420,mobile,ended,112.0,553313.0,360.0,time delta > 45 min,late btw 45 min and 2 hour
12665,559492,339475,mobile,ended,-3.0,555193.0,270.0,time delta > 45 min,early less than 45 min
12675,560076,352528,connect,ended,-102.0,561362.0,30.0,time delta btw 0 and 45 min,early more than 45 min
12686,545169,352650,connect,ended,49.0,540370.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
12723,562971,396777,mobile,ended,7.0,558913.0,420.0,time delta > 45 min,late <= 45 min
12736,563634,360418,mobile,ended,11.0,544591.0,480.0,time delta > 45 min,late <= 45 min
12751,564845,342699,connect,ended,-61.0,565162.0,510.0,time delta > 45 min,early more than 45 min
12754,564913,407315,mobile,ended,-172.0,565399.0,0.0,time delta btw 0 and 45 min,early more than 45 min
12774,566664,408140,mobile,ended,-115.0,549726.0,660.0,time delta > 45 min,early more than 45 min
12775,566710,373893,connect,ended,122.0,561416.0,420.0,time delta > 45 min,late btw 2 and 3 hours
12777,567126,396435,connect,ended,-1.0,535053.0,420.0,time delta > 45 min,early less than 45 min
12801,540134,314456,connect,ended,62.0,543910.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
12828,566043,309070,connect,ended,2.0,560738.0,300.0,time delta > 45 min,late <= 45 min
12829,566181,366164,connect,ended,-24.0,570155.0,30.0,time delta btw 0 and 45 min,early less than 45 min
12864,569130,380813,mobile,ended,-10.0,551354.0,390.0,time delta > 45 min,early less than 45 min
12877,571119,355444,connect,ended,-555.0,570983.0,150.0,time delta > 45 min,early more than 45 min
12926,537967,335276,connect,ended,46.0,540855.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
12959,542601,282208,mobile,ended,184.0,521526.0,240.0,time delta > 45 min,late btw 3 and 4 hours
12964,567818,368432,mobile,ended,-986.0,568439.0,630.0,time delta > 45 min,early more than 45 min
12969,568211,409197,mobile,ended,-27.0,563484.0,660.0,time delta > 45 min,early less than 45 min
12978,569583,332998,mobile,ended,-125.0,566841.0,570.0,time delta > 45 min,early more than 45 min
12997,571816,314220,mobile,ended,60.0,574276.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
13009,574188,358978,connect,ended,-30.0,573147.0,570.0,time delta > 45 min,early less than 45 min
13014,575912,405611,connect,ended,-58.0,574676.0,90.0,time delta > 45 min,early more than 45 min
13023,556652,394272,mobile,ended,1800.0,545556.0,720.0,time delta > 45 min,late btw 1 and 2 days
13024,556670,374057,mobile,ended,-14.0,553772.0,120.0,time delta > 45 min,early less than 45 min
13027,556836,270935,mobile,ended,-171.0,546478.0,300.0,time delta > 45 min,early more than 45 min
13035,557220,337311,mobile,ended,17.0,536108.0,0.0,time delta btw 0 and 45 min,late <= 45 min
13043,566822,412917,mobile,ended,58.0,554385.0,660.0,time delta > 45 min,late btw 45 min and 2 hour
13047,567091,402989,connect,ended,-397.0,557053.0,60.0,time delta > 45 min,early more than 45 min
13051,567286,295619,mobile,ended,7.0,567805.0,150.0,time delta > 45 min,late <= 45 min
13056,567764,414230,mobile,ended,-33.0,566395.0,120.0,time delta > 45 min,early less than 45 min
13057,567782,409499,mobile,ended,21.0,568160.0,690.0,time delta > 45 min,late <= 45 min
13097,535461,386259,connect,ended,-33.0,543525.0,30.0,time delta btw 0 and 45 min,early less than 45 min
13139,551941,385378,mobile,ended,40.0,528845.0,60.0,time delta > 45 min,late <= 45 min
13142,552138,385523,connect,ended,22.0,537139.0,30.0,time delta btw 0 and 45 min,late <= 45 min
13147,552310,385625,connect,ended,-64.0,552425.0,300.0,time delta > 45 min,early more than 45 min
13157,547668,369881,connect,ended,13.0,535011.0,0.0,time delta btw 0 and 45 min,late <= 45 min
13176,548899,361991,mobile,ended,46.0,547573.0,480.0,time delta > 45 min,late btw 45 min and 2 hour
13190,561623,386880,mobile,ended,-102.0,553117.0,630.0,time delta > 45 min,early more than 45 min
13191,561637,404433,mobile,ended,-46.0,565733.0,480.0,time delta > 45 min,early more than 45 min
13193,561678,316678,connect,ended,-760.0,560439.0,180.0,time delta > 45 min,early more than 45 min
13196,562032,289383,mobile,ended,45.0,560727.0,30.0,time delta btw 0 and 45 min,late <= 45 min
13216,563487,338969,connect,ended,-60.0,564381.0,600.0,time delta > 45 min,early more than 45 min
13228,564190,377781,mobile,ended,218.0,560500.0,180.0,time delta > 45 min,late btw 3 and 4 hours
13229,564384,398152,connect,ended,-2.0,562529.0,720.0,time delta > 45 min,early less than 45 min
13246,565397,389565,connect,ended,-1.0,563832.0,660.0,time delta > 45 min,early less than 45 min
13258,551709,268787,mobile,ended,74.0,551518.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
13279,553500,383497,mobile,ended,24.0,519122.0,120.0,time delta > 45 min,late <= 45 min
13291,554515,276924,mobile,ended,-64.0,553153.0,120.0,time delta > 45 min,early more than 45 min
13298,554901,251447,connect,ended,-41.0,552582.0,210.0,time delta > 45 min,early less than 45 min
13313,556467,369938,connect,ended,-105.0,547952.0,240.0,time delta > 45 min,early more than 45 min
13330,557773,402858,mobile,ended,-68.0,511719.0,0.0,time delta btw 0 and 45 min,early more than 45 min
13335,557990,312572,mobile,ended,-89.0,558495.0,0.0,time delta btw 0 and 45 min,early more than 45 min
13338,558327,383443,connect,ended,78.0,566342.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
13363,559724,383462,connect,ended,-39.0,556319.0,660.0,time delta > 45 min,early less than 45 min
13368,543577,356106,connect,ended,-13.0,541079.0,120.0,time delta > 45 min,early less than 45 min
13372,543854,222934,mobile,ended,-17.0,507859.0,0.0,time delta btw 0 and 45 min,early less than 45 min
13376,543975,406551,mobile,ended,58.0,537735.0,150.0,time delta > 45 min,late btw 45 min and 2 hour
13399,536315,369230,mobile,ended,-191.0,536343.0,720.0,time delta > 45 min,early more than 45 min
13420,537683,391618,connect,ended,54.0,549289.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
13422,537737,382968,mobile,ended,51.0,538666.0,150.0,time delta > 45 min,late btw 45 min and 2 hour
13438,538875,334190,connect,ended,-875.0,543805.0,0.0,time delta btw 0 and 45 min,early more than 45 min
13460,545551,388466,mobile,ended,-120.0,556990.0,180.0,time delta > 45 min,early more than 45 min
13523,556573,300505,connect,ended,-45.0,552826.0,630.0,time delta > 45 min,early more than 45 min
13550,539837,325139,mobile,ended,62.0,536246.0,510.0,time delta > 45 min,late btw 45 min and 2 hour
13556,540547,385008,connect,ended,48.0,536772.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
13613,540243,352921,connect,ended,6.0,537768.0,0.0,time delta btw 0 and 45 min,late <= 45 min
13650,541760,367632,connect,ended,-29.0,527974.0,270.0,time delta > 45 min,early less than 45 min
13653,541863,358982,connect,ended,-159.0,540103.0,720.0,time delta > 45 min,early more than 45 min
13658,542028,317298,connect,ended,-225.0,538558.0,30.0,time delta btw 0 and 45 min,early more than 45 min
13676,573809,167490,mobile,ended,0.0,569307.0,660.0,time delta > 45 min,early less than 45 min
13677,573931,300377,mobile,ended,-8.0,568712.0,120.0,time delta > 45 min,early less than 45 min
13718,547919,183514,mobile,ended,-121.0,547720.0,60.0,time delta > 45 min,early more than 45 min
13719,548088,402562,connect,ended,-111.0,546511.0,120.0,time delta > 45 min,early more than 45 min
13731,549442,408506,mobile,ended,-150.0,548118.0,120.0,time delta > 45 min,early more than 45 min
13732,549512,251447,connect,ended,-165.0,548048.0,0.0,time delta btw 0 and 45 min,early more than 45 min
13733,549521,387976,mobile,ended,17.0,543979.0,0.0,time delta btw 0 and 45 min,late <= 45 min
13743,535880,377004,mobile,ended,-853.0,549968.0,30.0,time delta btw 0 and 45 min,early more than 45 min
13749,536046,406075,mobile,ended,-158.0,538415.0,420.0,time delta > 45 min,early more than 45 min
13768,537148,407334,mobile,ended,37.0,537350.0,720.0,time delta > 45 min,late <= 45 min
13777,537570,299059,mobile,ended,-11.0,534705.0,60.0,time delta > 45 min,early less than 45 min
13829,550072,412028,mobile,ended,172.0,549606.0,570.0,time delta > 45 min,late btw 2 and 3 hours
13862,552207,360551,connect,ended,68.0,550621.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
13863,552208,376311,connect,ended,33.0,549389.0,90.0,time delta > 45 min,late <= 45 min
13896,566328,385008,connect,ended,23.0,565761.0,690.0,time delta > 45 min,late <= 45 min
13922,568524,314456,connect,ended,-10.0,559282.0,60.0,time delta > 45 min,early less than 45 min
13923,568826,279966,mobile,ended,-35.0,566857.0,90.0,time delta > 45 min,early less than 45 min
13928,569645,396034,connect,ended,-25.0,551522.0,330.0,time delta > 45 min,early less than 45 min
13932,570777,368604,connect,ended,-12.0,527387.0,660.0,time delta > 45 min,early less than 45 min
13936,571324,366164,connect,ended,-294.0,566181.0,450.0,time delta > 45 min,early more than 45 min
13940,571713,311923,connect,ended,-123.0,544337.0,600.0,time delta > 45 min,early more than 45 min
13963,561213,405433,mobile,ended,124.0,564813.0,120.0,time delta > 45 min,late btw 2 and 3 hours
13967,561599,275810,mobile,ended,11.0,554462.0,600.0,time delta > 45 min,late <= 45 min
13976,562325,347042,connect,ended,-73.0,564123.0,600.0,time delta > 45 min,early more than 45 min
13990,563213,263232,mobile,ended,-71.0,565495.0,240.0,time delta > 45 min,early more than 45 min
14016,565109,312603,connect,ended,-956.0,566489.0,0.0,time delta btw 0 and 45 min,early more than 45 min
14027,542854,317024,connect,ended,116.0,542633.0,570.0,time delta > 45 min,late btw 45 min and 2 hour
14028,542878,335276,connect,ended,79.0,553825.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
14059,559197,400591,mobile,ended,6.0,553823.0,0.0,time delta btw 0 and 45 min,late <= 45 min
14067,559663,173061,connect,ended,-21.0,552524.0,720.0,time delta > 45 min,early less than 45 min
14085,560949,310636,connect,ended,26.0,564126.0,60.0,time delta > 45 min,late <= 45 min
14094,568943,337311,mobile,ended,70.0,554123.0,90.0,time delta > 45 min,late btw 45 min and 2 hour
14095,568987,391370,connect,ended,42.0,562708.0,0.0,time delta btw 0 and 45 min,late <= 45 min
14097,569303,272430,connect,ended,-44.0,562514.0,360.0,time delta > 45 min,early less than 45 min
14107,570337,365926,connect,ended,-37.0,543942.0,570.0,time delta > 45 min,early less than 45 min
14108,570429,328506,mobile,ended,125.0,566331.0,480.0,time delta > 45 min,late btw 2 and 3 hours
14117,572088,338940,mobile,ended,1003.0,571451.0,150.0,time delta > 45 min,late btw 6h and 1 day
14120,572472,371625,mobile,ended,28.0,571018.0,180.0,time delta > 45 min,late <= 45 min
14153,554588,343339,mobile,ended,426.0,552212.0,420.0,time delta > 45 min,late btw 6h and 1 day
14160,555137,404130,connect,ended,26.0,552365.0,60.0,time delta > 45 min,late <= 45 min
14165,555716,412909,mobile,ended,-102.0,562141.0,540.0,time delta > 45 min,early more than 45 min
14171,555942,250644,mobile,ended,9.0,554060.0,300.0,time delta > 45 min,late <= 45 min
14182,556975,320481,mobile,ended,17.0,559071.0,150.0,time delta > 45 min,late <= 45 min
14216,559072,383485,mobile,ended,-56.0,558533.0,720.0,time delta > 45 min,early more than 45 min
14220,559429,390318,mobile,ended,203.0,556092.0,690.0,time delta > 45 min,late btw 3 and 4 hours
14231,560265,174243,mobile,ended,116.0,544959.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
14234,560564,409718,mobile,ended,-121.0,557338.0,570.0,time delta > 45 min,early more than 45 min
14235,560571,398152,connect,ended,-113.0,552192.0,690.0,time delta > 45 min,early more than 45 min
14264,565959,324889,mobile,ended,-94.0,562206.0,720.0,time delta > 45 min,early more than 45 min
14265,565968,338243,connect,ended,37.0,560465.0,720.0,time delta > 45 min,late <= 45 min
14291,568399,241021,connect,ended,-57.0,563552.0,60.0,time delta > 45 min,early more than 45 min
14296,569173,274949,mobile,ended,-286.0,565577.0,0.0,time delta btw 0 and 45 min,early more than 45 min
14317,572870,349618,mobile,ended,-178.0,567694.0,210.0,time delta > 45 min,early more than 45 min
14334,563348,225486,connect,ended,97.0,563757.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
14346,564441,310901,mobile,ended,50.0,561518.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
14370,524703,352436,mobile,ended,7.0,538643.0,60.0,time delta > 45 min,late <= 45 min
14378,526518,332564,mobile,ended,-4.0,534198.0,90.0,time delta > 45 min,early less than 45 min
14385,527387,368604,connect,ended,-68.0,559396.0,690.0,time delta > 45 min,early more than 45 min
14435,537064,401649,connect,ended,84.0,562864.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
14443,537575,409296,mobile,ended,-156.0,543251.0,0.0,time delta btw 0 and 45 min,early more than 45 min
14469,543571,373893,connect,ended,-4.0,534820.0,150.0,time delta > 45 min,early less than 45 min
14493,544588,377591,connect,ended,50.0,562313.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
14503,545963,305525,connect,ended,-33.0,549063.0,150.0,time delta > 45 min,early less than 45 min
14506,546064,314220,mobile,ended,-218.0,550400.0,150.0,time delta > 45 min,early more than 45 min
14560,564479,359485,connect,ended,121.0,561602.0,210.0,time delta > 45 min,late btw 2 and 3 hours
14565,565170,318371,mobile,ended,-150.0,560843.0,0.0,time delta btw 0 and 45 min,early more than 45 min
14572,558129,344254,connect,ended,-185.0,558115.0,690.0,time delta > 45 min,early more than 45 min
14578,558313,285452,connect,ended,-21.0,556448.0,720.0,time delta > 45 min,early less than 45 min
14581,558546,396712,mobile,ended,2733.0,554234.0,420.0,time delta > 45 min,late btw 1 and 2 days
14593,559335,391125,mobile,ended,7.0,559214.0,120.0,time delta > 45 min,late <= 45 min
14597,559521,411754,connect,ended,81.0,556456.0,660.0,time delta > 45 min,late btw 45 min and 2 hour
14619,561339,366872,connect,ended,-146.0,566968.0,690.0,time delta > 45 min,early more than 45 min
14626,561698,312078,connect,ended,45.0,564914.0,0.0,time delta btw 0 and 45 min,late <= 45 min
14632,562202,216576,connect,ended,31.0,559387.0,240.0,time delta > 45 min,late <= 45 min
14634,562290,349171,connect,ended,-839.0,562874.0,420.0,time delta > 45 min,early more than 45 min
14640,563001,272724,mobile,ended,263.0,561423.0,240.0,time delta > 45 min,late btw 4 and 6 hours
14642,563092,410214,mobile,ended,-38.0,563145.0,180.0,time delta > 45 min,early less than 45 min
14648,563454,409274,mobile,ended,76.0,563821.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
14650,563808,412210,mobile,ended,98.0,561890.0,240.0,time delta > 45 min,late btw 45 min and 2 hour
14652,563832,389565,connect,ended,-5.0,564385.0,60.0,time delta > 45 min,early less than 45 min
14663,564522,333753,mobile,ended,95.0,564604.0,660.0,time delta > 45 min,late btw 45 min and 2 hour
14668,564890,396266,mobile,ended,-165.0,562788.0,510.0,time delta > 45 min,early more than 45 min
14675,558480,381787,connect,ended,-15.0,548193.0,210.0,time delta > 45 min,early less than 45 min
14679,558742,192603,mobile,ended,3.0,562673.0,420.0,time delta > 45 min,late <= 45 min
14680,558905,392683,connect,ended,55.0,553157.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
14712,561645,383625,connect,ended,-138.0,567392.0,0.0,time delta btw 0 and 45 min,early more than 45 min
14793,565470,394043,mobile,ended,15.0,562479.0,180.0,time delta > 45 min,late <= 45 min
14796,565814,389565,connect,ended,48.0,565397.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
14802,565979,371159,connect,ended,48.0,563458.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
14828,568286,359641,mobile,ended,-28.0,560844.0,240.0,time delta > 45 min,early less than 45 min
14832,568405,353274,mobile,ended,15.0,554676.0,0.0,time delta btw 0 and 45 min,late <= 45 min
14839,569301,195977,connect,ended,62.0,561125.0,660.0,time delta > 45 min,late btw 45 min and 2 hour
14840,569376,330318,mobile,ended,-19.0,566099.0,120.0,time delta > 45 min,early less than 45 min
14861,573387,412916,mobile,ended,74.0,565754.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
14866,575031,319886,connect,ended,92.0,571453.0,660.0,time delta > 45 min,late btw 45 min and 2 hour
14886,539038,378072,connect,ended,-17.0,529169.0,720.0,time delta > 45 min,early less than 45 min
14896,565937,290600,connect,ended,-9.0,567467.0,0.0,time delta btw 0 and 45 min,early less than 45 min
14918,568112,395228,mobile,ended,145.0,563130.0,0.0,time delta btw 0 and 45 min,late btw 2 and 3 hours
14940,570764,230675,mobile,ended,211.0,564217.0,690.0,time delta > 45 min,late btw 3 and 4 hours
14957,573350,301068,mobile,ended,1.0,530691.0,0.0,time delta btw 0 and 45 min,late <= 45 min
14966,574755,373802,mobile,ended,-16.0,571574.0,30.0,time delta btw 0 and 45 min,early less than 45 min
14982,540202,408267,mobile,ended,-115.0,537171.0,30.0,time delta btw 0 and 45 min,early more than 45 min
15003,564485,290726,connect,ended,-42.0,554952.0,480.0,time delta > 45 min,early less than 45 min
15055,568007,414878,mobile,ended,123.0,566039.0,300.0,time delta > 45 min,late btw 2 and 3 hours
15061,568444,353425,connect,ended,-27.0,557068.0,90.0,time delta > 45 min,early less than 45 min
15063,568500,312603,connect,ended,0.0,565109.0,60.0,time delta > 45 min,early less than 45 min
15084,570888,265239,connect,ended,-21.0,551401.0,270.0,time delta > 45 min,early less than 45 min
15092,571936,248926,mobile,ended,4.0,567346.0,60.0,time delta > 45 min,late <= 45 min
15110,574527,397599,mobile,ended,87.0,572793.0,660.0,time delta > 45 min,late btw 45 min and 2 hour
15117,540269,403153,mobile,ended,-134.0,537244.0,660.0,time delta > 45 min,early more than 45 min
15147,542561,374684,mobile,ended,-1.0,545068.0,720.0,time delta > 45 min,early less than 45 min
15166,544004,192409,mobile,ended,40.0,506069.0,270.0,time delta > 45 min,late <= 45 min
15168,544056,289570,mobile,ended,2725.0,534205.0,30.0,time delta btw 0 and 45 min,late btw 1 and 2 days
15173,544158,242437,mobile,ended,3.0,542867.0,0.0,time delta btw 0 and 45 min,late <= 45 min
15178,540194,392479,mobile,ended,9.0,556565.0,360.0,time delta > 45 min,late <= 45 min
15214,542241,390467,connect,ended,-16.0,537405.0,0.0,time delta btw 0 and 45 min,early less than 45 min
15223,543055,405005,connect,ended,-26.0,551169.0,720.0,time delta > 45 min,early less than 45 min
15226,543269,365961,mobile,ended,-115.0,535195.0,210.0,time delta > 45 min,early more than 45 min
15233,543861,358082,connect,ended,-41.0,542942.0,120.0,time delta > 45 min,early less than 45 min
15247,545265,387753,connect,ended,-483.0,546021.0,720.0,time delta > 45 min,early more than 45 min
15264,546214,386880,mobile,ended,1203.0,536671.0,330.0,time delta > 45 min,late btw 6h and 1 day
15270,546641,371387,mobile,ended,-1005.0,549907.0,60.0,time delta > 45 min,early more than 45 min
15275,546943,368432,mobile,ended,0.0,560801.0,0.0,time delta btw 0 and 45 min,early less than 45 min
15284,547430,411521,mobile,ended,-3.0,547755.0,210.0,time delta > 45 min,early less than 45 min
15309,549462,381708,connect,ended,142.0,548698.0,60.0,time delta > 45 min,late btw 2 and 3 hours
15353,551892,376491,connect,ended,-96.0,550998.0,540.0,time delta > 45 min,early more than 45 min
15354,551957,359045,connect,ended,3.0,546597.0,30.0,time delta btw 0 and 45 min,late <= 45 min
15355,551983,264870,mobile,ended,-1.0,550875.0,150.0,time delta > 45 min,early less than 45 min
15363,552582,251447,connect,ended,-60.0,549512.0,630.0,time delta > 45 min,early more than 45 min
15373,544605,304392,connect,ended,-7.0,528643.0,120.0,time delta > 45 min,early less than 45 min
15375,544762,300505,connect,ended,-67.0,548050.0,90.0,time delta > 45 min,early more than 45 min
15388,545486,336522,mobile,ended,6.0,545384.0,420.0,time delta > 45 min,late <= 45 min
15394,545731,409227,mobile,ended,-12.0,545485.0,300.0,time delta > 45 min,early less than 45 min
15416,547299,321676,mobile,ended,-156.0,549756.0,30.0,time delta btw 0 and 45 min,early more than 45 min
15453,549701,395266,mobile,ended,-57.0,546447.0,150.0,time delta > 45 min,early more than 45 min
15472,551070,359800,mobile,ended,-40.0,548225.0,60.0,time delta > 45 min,early less than 45 min
15482,551724,228703,connect,ended,102.0,549401.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
15526,539751,374684,mobile,ended,3.0,537514.0,660.0,time delta > 45 min,late <= 45 min
15538,540382,310444,connect,ended,-120.0,533896.0,210.0,time delta > 45 min,early more than 45 min
15556,566333,413083,mobile,ended,11.0,555971.0,510.0,time delta > 45 min,late <= 45 min
15557,566344,176220,connect,ended,-86.0,561304.0,330.0,time delta > 45 min,early more than 45 min
15563,566831,384942,mobile,ended,-464.0,518025.0,720.0,time delta > 45 min,early more than 45 min
15585,548371,229411,mobile,ended,-43.0,539104.0,270.0,time delta > 45 min,early less than 45 min
15587,548540,299063,connect,ended,-147.0,549939.0,150.0,time delta > 45 min,early more than 45 min
15627,551104,366371,connect,ended,7.0,550102.0,30.0,time delta btw 0 and 45 min,late <= 45 min
15628,551151,396009,connect,ended,156.0,545980.0,480.0,time delta > 45 min,late btw 2 and 3 hours
15647,567863,385128,mobile,ended,31.0,543629.0,30.0,time delta btw 0 and 45 min,late <= 45 min
15660,540016,357860,connect,ended,16.0,542394.0,570.0,time delta > 45 min,late <= 45 min
15668,541068,389147,mobile,ended,3.0,537097.0,210.0,time delta > 45 min,late <= 45 min
15671,541215,374486,mobile,ended,47.0,539938.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
15673,541363,381123,mobile,ended,-46.0,540040.0,120.0,time delta > 45 min,early more than 45 min
15676,541531,356673,mobile,ended,130.0,539422.0,0.0,time delta btw 0 and 45 min,late btw 2 and 3 hours
15678,541570,358567,connect,ended,-112.0,550224.0,720.0,time delta > 45 min,early more than 45 min
15706,543512,406388,mobile,ended,24.0,565648.0,600.0,time delta > 45 min,late <= 45 min
15707,543535,371572,connect,ended,-312.0,548202.0,390.0,time delta > 45 min,early more than 45 min
15712,543805,334190,connect,ended,-130.0,543980.0,0.0,time delta btw 0 and 45 min,early more than 45 min
15716,544135,297119,mobile,ended,14.0,539618.0,120.0,time delta > 45 min,late <= 45 min
15722,544677,339215,mobile,ended,56.0,544679.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
15724,544891,392368,connect,ended,-133.0,546533.0,30.0,time delta btw 0 and 45 min,early more than 45 min
15753,548118,408506,mobile,ended,9.0,544336.0,720.0,time delta > 45 min,late <= 45 min
15779,542244,241021,connect,ended,80.0,542010.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
15791,542957,276218,mobile,ended,164.0,568490.0,120.0,time delta > 45 min,late btw 2 and 3 hours
15805,543815,385523,connect,ended,-6.0,541049.0,150.0,time delta > 45 min,early less than 45 min
15843,546300,397728,mobile,ended,12.0,557231.0,570.0,time delta > 45 min,late <= 45 min
15849,546779,408267,mobile,ended,-11.0,549703.0,60.0,time delta > 45 min,early less than 45 min
15876,541398,298117,connect,ended,-197.0,538630.0,150.0,time delta > 45 min,early more than 45 min
15887,542252,353425,connect,ended,-153.0,547277.0,210.0,time delta > 45 min,early more than 45 min
15901,543394,305525,connect,ended,-12.0,537439.0,720.0,time delta > 45 min,early less than 45 min
15913,543390,223615,mobile,ended,-45.0,532833.0,0.0,time delta btw 0 and 45 min,early more than 45 min
15916,543717,402078,mobile,ended,-7.0,537304.0,240.0,time delta > 45 min,early less than 45 min
15933,544742,365926,connect,ended,-36.0,551678.0,570.0,time delta > 45 min,early less than 45 min
15940,545047,380480,mobile,ended,7.0,544328.0,690.0,time delta > 45 min,late <= 45 min
15959,546242,368604,connect,ended,2.0,555708.0,540.0,time delta > 45 min,late <= 45 min
15975,547497,404130,connect,ended,3.0,541826.0,90.0,time delta > 45 min,late <= 45 min
15983,568275,341630,mobile,ended,-42.0,559873.0,480.0,time delta > 45 min,early less than 45 min
15985,568820,264513,mobile,ended,-46.0,566587.0,120.0,time delta > 45 min,early more than 45 min
15988,569272,366164,connect,ended,7.0,571324.0,120.0,time delta > 45 min,late <= 45 min
16003,571038,341861,connect,ended,-152.0,574571.0,540.0,time delta > 45 min,early more than 45 min
16011,572076,367632,connect,ended,50.0,570241.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
16016,572871,381435,mobile,ended,-20.0,571546.0,60.0,time delta > 45 min,early less than 45 min
16026,551273,398247,mobile,ended,-6.0,550197.0,630.0,time delta > 45 min,early less than 45 min
16029,551530,412295,mobile,ended,103.0,549505.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
16040,551912,225795,connect,ended,-23.0,567177.0,0.0,time delta btw 0 and 45 min,early less than 45 min
16056,553129,358480,mobile,ended,170.0,551688.0,450.0,time delta > 45 min,late btw 2 and 3 hours
16059,553227,276222,mobile,ended,20.0,531664.0,120.0,time delta > 45 min,late <= 45 min
16064,553540,393083,mobile,ended,23.0,553429.0,390.0,time delta > 45 min,late <= 45 min
16074,554359,350456,mobile,ended,1401.0,547316.0,540.0,time delta > 45 min,late btw 6h and 1 day
16085,554885,402767,mobile,ended,-13.0,556984.0,660.0,time delta > 45 min,early less than 45 min
16087,555024,382884,mobile,ended,63.0,545294.0,660.0,time delta > 45 min,late btw 45 min and 2 hour
16089,555178,382323,mobile,ended,62.0,552721.0,240.0,time delta > 45 min,late btw 45 min and 2 hour
16099,549116,356203,mobile,ended,-110.0,538281.0,150.0,time delta > 45 min,early more than 45 min
16124,551249,270091,mobile,ended,74.0,546357.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
16177,543850,262344,connect,ended,51.0,541998.0,210.0,time delta > 45 min,late btw 45 min and 2 hour
16213,548726,397569,connect,ended,-111.0,546439.0,60.0,time delta > 45 min,early more than 45 min
16253,550717,377119,connect,ended,59.0,545344.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
16257,543690,387614,mobile,ended,235.0,541885.0,300.0,time delta > 45 min,late btw 3 and 4 hours
16273,544908,265664,connect,ended,-961.0,540077.0,690.0,time delta > 45 min,early more than 45 min
16297,546332,214635,connect,ended,31.0,547177.0,0.0,time delta btw 0 and 45 min,late <= 45 min
16304,546889,303652,mobile,ended,79.0,546472.0,390.0,time delta > 45 min,late btw 45 min and 2 hour
16305,546954,350705,mobile,ended,-47.0,548000.0,90.0,time delta > 45 min,early more than 45 min
